Haltestelle;Name;Kurzname;Haltestellenbereich;XKoordinate;YKoordinate;Betriebsbereich;Linien
40822;Langel Nord;LNO;408;6.91601;51.05129;BUS;121
40921;Langel Mohlenweg;LMO;409;6.92011;51.04869;BUS;121
40922;Langel Mohlenweg;LMO;409;6.92019;51.04858;BUS;121
41021;Langel Kuhlenweg;LKU;410;6.92513;51.04612;BUS;121
41022;Langel Kuhlenweg;LKU;410;6.9244;51.04651;BUS;121
41121;Rheinkassel;RHK;411;6.93287;51.03953;BUS;121
41122;Rheinkassel;RHK;411;6.93299;51.03941;BUS;121
41221;Oranjehofstr.;OJH;412;6.9397;51.02539;BUS;121 124
41222;Oranjehofstr.;OJH;412;6.93971;51.02551;BUS;121 124
41321;Rheinlandstr.;RHS;413;6.92825;51.02678;BUS;121 124
41322;Rheinlandstr.;RHS;413;6.92828;51.02684;BUS;121 124
41421;Edsel-Ford-Str.;EFO;414;6.92312;51.03015;BUS;121 124
41422;Edsel-Ford-Str.;EFO;414;6.92274;51.03047;BUS;121 124
41521;Robert-Bosch-Str.;RBS;415;6.92118;51.0312;BUS;121 124
41522;Robert-Bosch-Str.;RBS;415;6.9208;51.03147;BUS;121 124
41611;Merkenich Mitte;MEM;416;6.95316;51.02441;STRAB;12
41612;Merkenich Mitte;MEM;416;6.95359;51.024;STRAB;12
41635;Merkenich Mitte;MEM;416;6.95823;51.02599;BUS;
41636;Merkenich Mitte;MEM;416;6.95796;51.02628;BUS;
41711;Merkenich;MEK;417;6.94794;51.02828;STRAB;12
41712;Merkenich;MEK;417;6.94842;51.02785;STRAB;12
41721;Merkenich;MEK;417;6.94797;51.02835;BUS;121 124
41821;Schlettstadter Str.;SLE;418;6.95165;51.03036;BUS;121
41822;Schlettstadter Str.;SLE;418;6.95154;51.03092;BUS;121
41921;Kasselberg;KSS;419;6.93943;51.03664;BUS;121
41922;Kasselberg;KSS;419;6.93934;51.03674;BUS;121
42021;Worringen S-Bahn;BFW;420;6.85236;51.05233;BUS;120
42022;Worringen S-Bahn;BFW;420;6.85226;51.05243;BUS;120 123
42121;Walter-Dodde-Weg;WDW;421;6.85119;51.04888;BUS;120
42122;Walter-Dodde-Weg;WDW;421;6.85142;51.04881;BUS;120 123
42221;Baptiststr.;BAP;422;6.84917;51.04678;BUS;120
42222;Baptiststr.;BAP;422;6.84991;51.04765;BUS;120 123
42321;Further Str.;ROG;423;6.84737;51.04346;BUS;120
42322;Further Str.;ROG;423;6.84737;51.04346;BUS;120 123
42421;Alte Römerstr.;ARS;424;6.88274;51.05674;BUS;120
42422;Alte Römerstr.;ARS;424;6.8839;51.05569;BUS;120 123
42521;Worringen Süd;WOR;425;6.87299;51.06083;BUS;120
42522;Worringen Süd;WOR;425;6.87324;51.06063;BUS;120 123
42621;St.-Tönnis-Str.;STS;426;6.86798;51.06513;BUS;120
42622;St.-Tönnis-Str.;STS;426;6.86781;51.06492;BUS;120 123
42721;Hackhauser Weg;HHW;427;6.85636;51.06141;BUS;120
42723;Hackhauser Weg;HHW;427;6.85657;51.06123;BUS;120 123
42821;Wiedenfelder Weg;GHW;428;6.85291;51.06448;BUS;120
42823;Wiedenfelder Weg;GHW;428;6.85332;51.06458;BUS;120 123
42921;Bitterstr.;BIT;429;6.85766;51.06911;BUS;120 123
43021;Dornstr.;DOS;430;6.85728;51.06839;BUS;120
43023;Dornstr.;DOS;430;6.85766;51.06911;BUS;120 123
43121;An den Kaulen;ADK;431;6.85972;51.06486;BUS;120
43122;An den Kaulen;ADK;431;6.85723;51.06488;BUS;120 123
43222;Gutnickstr.;GUS;432;6.84851;51.04556;BUS;120 123
43321;Rolshover Str.;RHV;433;6.9992;50.92931;BUS;153
43322;Rolshover Str.;RHV;433;7.00068;50.9287;BUS;153
43323;Rolshover Str.;RHV;433;6.99994;50.92947;BUS;159
43324;Rolshover Str.;RHV;433;6.99992;50.92849;BUS;159
43421;Üdesheimer Weg;UDH;434;6.85772;51.05819;BUS;120
43422;Üdesheimer Weg;UDH;434;6.85827;51.05847;BUS;120 123
43521;Mühlenweiher;MUE;435;6.86451;51.06523;BUS;120
43621;Kampgasse;KAM;436;7.01904;50.93074;BUS;155
43622;Kampgasse;KAM;436;7.01907;50.9308;BUS;155
43721;Ettore-Bugatti-Str.;EBS;437;7.05471;50.90885;BUS;152
43722;Ettore-Bugatti-Str.;EBS;437;7.05525;50.90839;BUS;152
43811;Poll Salmstr.;POS;438;6.99318;50.9161;STRAB;7
43812;Poll Salmstr.;POS;438;6.9924;50.91591;STRAB;7
43821;Poll Salmstr.;POS;438;6.99469;50.91622;BUS;159
43822;Poll Salmstr.;POS;438;6.99488;50.91667;BUS;159
43831;Poll Salmstr.;POS;438;6.99184;50.91586;BUS;
43832;Poll Salmstr.;POS;438;6.99264;50.91537;BUS;
43911;Poll Baumschulenweg;PAB;439;6.99982;50.91494;STRAB;7
43912;Poll Baumschulenweg;PAB;439;7.00016;50.91482;STRAB;7
43916;Poll Baumschulenweg;PAB;439;7.00079;50.91455;STRAB;
43931;Poll Baumschulenweg;PAB;439;6.99626;50.91387;BUS;
43932;Poll Baumschulenweg;PAB;439;6.99615;50.91394;BUS;
44021;Schüttewerk;STW;440;6.98322;50.91318;BUS;159
44022;Schüttewerk;STW;440;6.98308;50.91318;BUS;159
44121;Alfred-Schütte-Allee;ASA;441;6.98443;50.91192;BUS;159
44122;Alfred-Schütte-Allee;ASA;441;6.98489;50.91161;BUS;159
44221;Poll Hauptstr.;PHA;442;6.98956;50.91127;BUS;159
44222;Poll Hauptstr.;PHA;442;6.98975;50.91168;BUS;159
44321;Im Wasserfeld;WAS;443;6.99346;50.91131;BUS;159
44411;Raiffeisenstr.;RAI;444;6.98606;50.91992;STRAB;7
44412;Raiffeisenstr.;RAI;444;6.98586;50.92009;STRAB;7
44431;Raiffeisenstr.;RAI;444;6.98648;50.91965;BUS;
44432;Raiffeisenstr.;RAI;444;6.98659;50.91965;BUS;
44521;Poller Holzweg;PHO;445;6.99681;50.91824;BUS;159
44522;Poller Holzweg;PHO;445;6.99667;50.91827;BUS;159
44621;Taubenholzweg;THW;446;6.99923;50.92194;BUS;159
44622;Taubenholzweg;THW;446;6.99895;50.92143;BUS;159
44721;Zündorfer Weg;ZUW;447;6.99857;50.9104;BUS;159
44821;Siegburger Str.;SIE;448;6.99616;50.91397;BUS;159
44822;Siegburger Str.;SIE;448;6.99265;50.91537;BUS;159
44911;Westhoven Kölner Str.;WKS;449;7.01516;50.90644;STRAB;7
44912;Westhoven Kölner Str.;WKS;449;7.01483;50.90674;STRAB;7
44932;Westhoven Kölner Str.;WKS;449;7.01895;50.90517;BUS;
45011;Westhoven Berliner Str.;WBS;450;7.02631;50.90108;STRAB;7
45012;Westhoven Berliner Str.;WBS;450;7.02465;50.9017;STRAB;7
45031;Westhoven Berliner Str.;WBS;450;7.02554;50.90198;BUS;
45032;Westhoven Berliner Str.;WBS;450;7.02549;50.90213;BUS;
45111;Ensen Gilgaustr.;EGI;451;7.03078;50.89959;STRAB;7
45112;Ensen Gilgaustr.;EGI;451;7.03163;50.89958;STRAB;7
45114;Ensen Gilgaustr.;EGI;451;7.03246;50.89965;STRAB;
45131;Ensen Gilgaustr.;EGI;451;7.03065;50.89989;BUS;
45132;Ensen Gilgaustr.;EGI;451;7.0307;50.89997;BUS;
45133;Ensen Gilgaustr.;EGI;451;7.03065;50.89989;BUS;
45134;Ensen Gilgaustr.;EGI;451;7.03198;50.89924;BUS;
45211;Ensen Kloster;EKL;452;7.04756;50.89696;STRAB;7
45212;Ensen Kloster;EKL;452;7.04701;50.89733;STRAB;7
45231;Ensen Kloster;EKL;452;7.04317;50.89614;BUS;
45232;Ensen Kloster;EKL;452;7.04327;50.89626;BUS;
45321;Albin-Köbis-Str.;ANS;453;7.09326;50.86315;BUS;160
45322;Albin-Köbis-Str.;ANS;453;7.09435;50.86321;BUS;160 167
45421;Hansestr.;HSO;454;7.06561;50.91422;BUS;151
45422;Hansestr.;HSO;454;7.06655;50.91411;BUS;151
45521;Neuenhofstr.;HSN;455;7.05521;50.9131;BUS;151 152
45525;Neuenhofstr.;HSN;455;7.05479;50.91334;BUS;151 152
45621;Humboldtstr.;HUM;456;7.07019;50.89179;BUS;160 165
45622;Humboldtstr.;HUM;456;7.06955;50.89093;BUS;160
45721;Neue Eiler Str.;BOS;457;7.07483;50.89291;BUS;160 165
45722;Neue Eiler Str.;BOS;457;7.07408;50.89283;BUS;160
45821;Eil Kirche;EIL;458;7.07798;50.89237;BUS;151 152 160 165
45822;Eil Kirche;EIL;458;7.07787;50.8922;BUS;151 152 160
45921;Im Falkenhorst;FKH;459;7.08015;50.88827;BUS;151 152 160
45922;Im Falkenhorst;FKH;459;7.07994;50.88825;BUS;151 152 160
46021;Eil Heumarer Str.;EHE;460;7.07777;50.89734;BUS;151 152 165
46022;Eil Heumarer Str.;EHE;460;7.07809;50.8971;BUS;151 152
46121;Maarhäuser Weg;MHW;461;7.07032;50.91031;BUS;151
46122;Maarhäuser Weg;MHW;461;7.07034;50.90993;BUS;151
46123;Maarhäuser Weg;MHW;461;7.07126;50.909;BUS;154
46124;Maarhäuser Weg;MHW;461;7.07109;50.90896;BUS;154
46221;Fuggerstr.;HSS;462;7.07687;50.90546;BUS;154
46222;Fuggerstr.;HSS;462;7.07707;50.90528;BUS;154
46321;Rudolf-Diesel-Str.;RDI;463;7.07546;50.90062;BUS;154
46322;Rudolf-Diesel-Str.;RDI;463;7.07598;50.9012;BUS;154
46421;Theodor-Heuss-Str.;THS;464;7.06449;50.89688;BUS;151 152 154
46422;Theodor-Heuss-Str.;THS;464;7.06505;50.89701;BUS;151 152 154 165
46431;Theodor-Heuss-Str.;THS;464;7.06661;50.89661;BUS;
46432;Theodor-Heuss-Str.;THS;464;7.06652;50.89643;BUS;
46521;Stresemannstr.;SSM;465;7.06127;50.89705;BUS;151 152 154 165
46522;Stresemannstr.;SSM;465;7.06173;50.89693;BUS;151 152 154
46611;Porz Steinstr.;PST;466;7.05606;50.89189;STRAB;7
46612;Porz Steinstr.;PST;466;7.05645;50.89161;STRAB;7
46621;Porz Steinstr.;PST;466;7.05616;50.89148;BUS;154
46622;Porz Steinstr.;PST;466;7.05638;50.89203;BUS;154 165
46631;Porz Steinstr.;PST;466;7.05633;50.89117;BUS;
46632;Porz Steinstr.;PST;466;7.05633;50.89113;BUS;
46711;Porz Markt;PZM;467;7.05915;50.88463;STRAB;7
46712;Porz Markt;PZM;467;7.05922;50.88527;STRAB;7
46714;Porz Markt;PZM;467;7.0592;50.88463;STRAB;
46721;Porz Markt;PZM;467;7.05897;50.88524;BUS;151 152 154 160 161 162 165 166
46722;Porz Markt;PZM;467;7.05936;50.88471;BUS;151 152 154 160 161 162 165 166
46821;Bf Porz;BFP;468;7.06568;50.88272;BUS;151 152 160 161 162 165 166
46822;Bf Porz;BFP;468;7.06536;50.88291;BUS;151 152 160 161 162 166
46921;Siemensstr.;SIM;469;7.0711;50.8856;BUS;160 162 165
46922;Siemensstr.;SIM;469;7.07096;50.88542;BUS;160 162
47021;Kopernikusschule;KOP;470;7.07075;50.88781;BUS;160 165
47022;Kopernikusschule;KOP;470;7.07062;50.8876;BUS;160
47121;Feuerwache;FWA;471;7.07286;50.88112;BUS;151 152 161 166
47122;Feuerwache;FWA;471;7.073;50.88125;BUS;151 152 161 166
47221;Kriemhildstr.;KHS;472;6.99524;50.88799;BUS;130
47222;Kriemhildstr.;KHS;472;6.99514;50.88796;BUS;130
47321;Leidenhausener Str.;LHS;473;7.07873;50.89483;BUS;151 152 165
47322;Leidenhausener Str.;LHS;473;7.07875;50.89516;BUS;151 152
47422;Antoniusstr.;ATO;474;7.09153;50.88165;BUS;160 161 166
47423;Antoniusstr.;ATO;474;7.0927;50.88177;BUS;160 161
47521;Graf-Zeppelin-Str.;WAK;475;7.09756;50.88064;BUS;160 166
47522;Graf-Zeppelin-Str.;WAK;475;7.09719;50.88147;BUS;160 161
47523;Graf-Zeppelin-Str.;WAK;475;7.0987;50.88125;BUS;161
47621;Grengel Mauspfad;GMP;476;7.10344;50.8803;BUS;161
47622;Grengel Mauspfad;GMP;476;7.10345;50.88038;BUS;161
47721;Friedensstr.;FRI;477;7.09767;50.87725;BUS;160 166
47722;Friedensstr.;FRI;477;7.09779;50.87726;BUS;160
47821;Wiesenweg;WIW;478;7.09798;50.87287;BUS;160 166
47822;Wiesenweg;WIW;478;7.09809;50.87321;BUS;160
47921;Urbach Friedhof;UFR;479;7.0875;50.87828;BUS;162
47922;Urbach Friedhof;UFR;479;7.08763;50.87835;BUS;162 166
47931;Urbach Friedhof;UFR;479;7.0822;50.87854;BUS;
47932;Urbach Friedhof;UFR;479;7.08237;50.87917;BUS;
48021;Friedrich-Hirsch-Str.;FHI;480;7.08426;50.87615;BUS;162
48022;Friedrich-Hirsch-Str.;FHI;480;7.08396;50.87599;BUS;162 166
48031;Friedrich-Hirsch-Str.;FHI;480;7.08297;50.87646;BUS;
48032;Friedrich-Hirsch-Str.;FHI;480;7.08284;50.87643;BUS;
48121;Elsdorf;ELS;481;7.08326;50.87232;BUS;162
48122;Elsdorf;ELS;481;7.08344;50.87254;BUS;162 166
48221;Kaserne Nordtor;KNT;482;7.10666;50.87262;BUS;160
48222;Kaserne Nordtor;KNT;482;7.10739;50.87212;BUS;160
48321;Korber Weg;KOB;483;6.89026;51.00575;BUS;121
48421;Dorotheenstr.;DOR;484;7.07332;50.88622;BUS;162
48422;Dorotheenstr.;DOR;484;7.07325;50.8863;BUS;162
48522;Ricarda-Huch-Str.;RIC;485;6.99545;50.98614;BUS;155
48611;Zündorf;ZDF;486;7.04872;50.8659;STRAB;7
48612;Zündorf;ZDF;486;7.04933;50.86624;STRAB;7
48621;Zündorf;ZDF;486;7.04935;50.86595;BUS;117
48622;Zündorf;ZDF;486;7.04948;50.86613;BUS;117
48623;Zündorf;ZDF;486;7.04859;50.86584;BUS;117
48721;An St. Marien;ASM;487;7.05386;50.86411;BUS;117
48722;An St. Marien;ASM;487;7.05454;50.86386;BUS;117
48821;Wahn S-Bahn;BWH;488;7.07959;50.85848;BUS;160
48822;Wahn S-Bahn;BWH;488;7.07966;50.85801;BUS;160 167
48823;Wahn S-Bahn;BWH;488;7.07959;50.85848;BUS;167
48824;Wahn S-Bahn;BWH;488;7.07966;50.85801;BUS;160 167
48825;Wahn S-Bahn;BWH;488;7.07933;50.85856;BUS;117
48826;Wahn S-Bahn;BWH;488;7.07933;50.85856;BUS;117
48827;Wahn S-Bahn;BWH;488;7.07918;50.85881;BUS;550
48828;Wahn S-Bahn;BWH;488;7.07918;50.85881;BUS;550
48829;Wahn S-Bahn;BWH;488;7.07949;50.8583;BUS;162
48830;Wahn S-Bahn;BWH;488;7.07949;50.8583;BUS;162
48831;Wahn S-Bahn;BWH;488;7.07927;50.859;BUS;160 163
48832;Wahn S-Bahn;BWH;488;7.07926;50.859;BUS;160 163 164
48833;Wahn S-Bahn;BWH;488;7.07943;50.85874;BUS;162
48834;Wahn S-Bahn;BWH;488;7.07943;50.85874;BUS;162
48921;Wahn Kirche;WHO;489;7.0854;50.85724;BUS;160 162 167
48922;Wahn Kirche;WHO;489;7.08755;50.85757;BUS;160
48923;Wahn Kirche;WHO;489;7.08592;50.85796;BUS;167
48924;Wahn Kirche;WHO;489;7.08631;50.85695;BUS;162
49021;Nachtigallenstr.;NAC;490;7.08277;50.86313;BUS;160 162
49022;Nachtigallenstr.;NAC;490;7.08322;50.86307;BUS;160 162
49023;Nachtigallenstr.;NAC;490;7.08396;50.86215;BUS;167
49121;Wahn Friedhof;WFR;491;7.08975;50.85249;BUS;162
49122;Wahn Friedhof;WFR;491;7.0899;50.85252;BUS;162 167
49221;Linder Kreuz;LIK;492;7.09428;50.84678;BUS;162
49222;Linder Kreuz;LIK;492;7.09437;50.84695;BUS;162 167
49321;Troisdorfer Str.;TRO;493;7.1009;50.84833;BUS;162
49322;Troisdorfer Str.;TRO;493;7.10031;50.84779;BUS;162 167
49421;Linder Weg;LDW;494;7.10511;50.85001;BUS;160 162
49422;Linder Weg;LDW;494;7.10351;50.84981;BUS;162 167
49521;Linder Mauspfad;LND;495;7.10988;50.85039;BUS;160
49522;Linder Mauspfad;LND;495;7.10911;50.85115;BUS;162 167
49523;Linder Mauspfad;LND;495;7.10929;50.85117;BUS;160 162
49524;Linder Mauspfad;LND;495;7.10988;50.85039;BUS;162
49621;Deutzer Ring;DZR;496;6.99424;50.93544;BUS;153 159
49622;Deutzer Ring;DZR;496;6.9938;50.9356;BUS;153 159
49721;Libur Kirche;LBK;497;7.06937;50.83827;BUS;550
49722;Libur Kirche;LBK;497;7.06965;50.83832;BUS;550
49821;Libur Margaretenstr.;LIM;498;7.07295;50.83927;BUS;550
49822;Libur Margaretenstr.;LIM;498;7.07321;50.83928;BUS;550
49921;Lucasstr.;RLS;499;7.10642;50.86568;BUS;160
49922;Lucasstr.;RLS;499;7.10689;50.86577;BUS;160
50021;Bieselweg;BIE;500;7.09964;50.86371;BUS;160
50022;Bieselweg;BIE;500;7.09946;50.86362;BUS;160 167
50122;Worringen Hafen;WOH;501;6.86121;51.06927;BUS;120 123
50221;Kornblumenweg;KBW;502;7.09268;50.85845;BUS;160
50222;Kornblumenweg;KBW;502;7.09182;50.85844;BUS;160
50321;Guntherstr.;GUN;503;7.10087;50.85886;BUS;160
50322;Guntherstr.;GUN;503;7.10152;50.85899;BUS;160
50421;Enrique-Schmidt-Cuadra-Weg;ECW;504;6.93051;50.92255;BUS;
50422;Enrique-Schmidt-Cuadra-Weg;ECW;504;6.93023;50.92249;BUS;
50921;DLR;DLR;509;7.11904;50.85517;BUS;162
50922;DLR;DLR;509;7.11904;50.85517;BUS;162
51021;Urbach Waldstr.;UWS;510;7.08301;50.88131;BUS;160 161 162 166
51022;Urbach Waldstr.;UWS;510;7.08278;50.8816;BUS;160 162
51031;Urbach Waldstr.;UWS;510;7.08261;50.8801;BUS;
51032;Urbach Waldstr.;UWS;510;7.08268;50.88071;BUS;
51121;Urbach Kaiserstr.;UKS;511;7.08094;50.88137;BUS;151 152 161 166
51122;Urbach Kaiserstr.;UKS;511;7.08083;50.88145;BUS;151 152 161 166
51211;Kalk Post;KPO;512;6.99896;50.93756;STRAB;1 9
51212;Kalk Post;KPO;512;6.99792;50.9375;STRAB;1 9
51221;Kalk Post;KPO;512;6.99793;50.9374;BUS;159 171 179 193
51222;Kalk Post;KPO;512;6.99936;50.93767;BUS;159 171 179 193
51311;Kalk Kapelle;KKP;513;7.00883;50.93892;STRAB;1 9
51312;Kalk Kapelle;KKP;513;7.00764;50.93872;STRAB;1 9
51321;Kalk Kapelle;KKP;513;7.00957;50.93905;BUS;159 171 179
51322;Kalk Kapelle;KKP;513;7.00891;50.93907;BUS;159 171 179
51421;Eythstr.;EYT;514;7.01092;50.94024;BUS;159 171
51422;Eythstr.;EYT;514;7.01088;50.93992;BUS;159 171
51521;Steinmetzstr.;SMS;515;7.00823;50.94268;BUS;159 171
51522;Steinmetzstr.;SMS;515;7.00947;50.94339;BUS;159 171
51621;Remscheider Str.;RMS;516;7.00774;50.94447;BUS;159 171
51622;Remscheider Str.;RMS;516;7.00508;50.94472;BUS;159 171
51711;Fuldaer Str.;FDS;517;7.02316;50.94161;STRAB;1
51712;Fuldaer Str.;FDS;517;7.02192;50.94158;STRAB;1
51721;Fuldaer Str.;FDS;517;7.02264;50.9415;BUS;153
51722;Fuldaer Str.;FDS;517;7.02249;50.94152;BUS;153
51811;Sportpark Höhenberg;HFR;518;7.02973;50.94175;STRAB;1
51812;Sportpark Höhenberg;HFR;518;7.02867;50.9418;STRAB;1
51821;Sportpark Höhenberg;HFR;518;7.02949;50.94167;BUS;151 152
51822;Sportpark Höhenberg;HFR;518;7.02927;50.94154;BUS;151 152
51921;Mülheimer Friedhof;MHF;519;7.02219;50.94703;BUS;151 152 153
51922;Mülheimer Friedhof;MHF;519;7.02305;50.94611;BUS;151 152 153
52021;Würzburger Str.;WUZ;520;7.0195;50.93909;BUS;153 179
52022;Würzburger Str.;WUZ;520;7.01967;50.93867;BUS;153 179
52111;Vingst;VGT;521;7.02226;50.9327;STRAB;9
52112;Vingst;VGT;521;7.02119;50.93283;STRAB;9
52121;Vingst;VGT;521;7.02171;50.93266;BUS;153
52122;Vingst;VGT;521;7.02164;50.93281;BUS;153
52123;Vingst;VGT;521;7.02164;50.93281;BUS;153
52131;Vingst;VGT;521;7.02273;50.9332;BUS;
52132;Vingst;VGT;521;7.02282;50.93309;BUS;
52221;Kürtenstr.;KUE;522;7.01731;50.92854;BUS;153
52222;Kürtenstr.;KUE;522;7.01712;50.92841;BUS;153
52321;Oranienstr.;ORA;523;7.02129;50.93609;BUS;153 179
52322;Oranienstr.;ORA;523;7.02112;50.93653;BUS;153 179
52521;Feldbergstr.;FBS;525;6.99411;50.93343;BUS;153
52522;Feldbergstr.;FBS;525;6.99436;50.93423;BUS;153
52621;Weilburger Str.;WBU;526;6.99394;50.9316;BUS;153
52622;Weilburger Str.;WBU;526;6.99401;50.93137;BUS;153
52721;Am Grauen Stein;AGS;527;6.99197;50.92384;BUS;196
52722;Am Grauen Stein;AGS;527;6.99197;50.92384;BUS;196
52821;Esserstr.;ESS;528;6.99656;50.93007;BUS;153
52822;Esserstr.;ESS;528;6.99707;50.93;BUS;153
52921;Unter Buschweg;UBW;529;7.00266;50.86726;BUS;130 197
52922;Unter Buschweg;UBW;529;7.00186;50.86609;BUS;130 197
53021;Gremberg;GBG;530;7.01064;50.92591;BUS;153
53022;Gremberg;GBG;530;7.0107;50.92679;BUS;153
53121;Gießener Str.;GIE;531;7.00091;50.93393;BUS;159
53122;Gießener Str.;GIE;531;7.00107;50.9338;BUS;159
53221;Sauerlandstr.;SLS;532;6.9996;50.92624;BUS;159
53222;Sauerlandstr.;SLS;532;6.99981;50.92651;BUS;159
53311;Ostheim;OSH;533;7.0424;50.92916;STRAB;9
53312;Ostheim;OSH;533;7.04183;50.92923;STRAB;9
53321;Ostheim;OSH;533;7.04205;50.92891;BUS;151 152
53322;Ostheim;OSH;533;7.04217;50.92876;BUS;151 152
53323;Ostheim;OSH;533;7.04174;50.92908;BUS;157
53324;Ostheim;OSH;533;7.04174;50.92908;BUS;157
53325;Ostheim;OSH;533;7.04232;50.92877;BUS;191
53326;Ostheim;OSH;533;7.04232;50.92877;BUS;191
53327;Ostheim;OSH;533;7.04217;50.92896;BUS;157
53331;Ostheim;OSH;533;7.04186;50.92868;BUS;
53332;Ostheim;OSH;533;7.04199;50.92835;BUS;
53333;Ostheim;OSH;533;7.04205;50.92891;BUS;
53411;Autobahn;AUT;534;7.05427;50.92704;STRAB;9
53412;Autobahn;AUT;534;7.05357;50.92723;STRAB;9
53521;Buchheimer Weg;BHW;535;7.03737;50.9339;BUS;151 152
53522;Buchheimer Weg;BHW;535;7.03726;50.93381;BUS;151 152
53621;Saarbrücker Str.;SAB;536;7.04484;50.92517;BUS;151 152 191
53622;Saarbrücker Str.;SAB;536;7.04523;50.92451;BUS;151 152 191
53721;Servatiusstr.;SVA;537;7.04651;50.92988;BUS;157 179
53722;Servatiusstr.;SVA;537;7.04782;50.92972;BUS;157 179
53821;Hasencleverstr.;OAU;538;7.05544;50.92887;BUS;157 179
53822;Hasencleverstr.;OAU;538;7.05589;50.92868;BUS;157 179
53911;Kalker Friedhof;KAF;539;7.0431;50.94277;STRAB;1
53912;Kalker Friedhof;KAF;539;7.04244;50.94263;STRAB;1
54011;Merheim;MRH;540;7.04767;50.94393;STRAB;1
54012;Merheim;MRH;540;7.04858;50.94423;STRAB;1
54021;Merheim;MRH;540;7.04766;50.94451;BUS;157 158
54022;Merheim;MRH;540;7.04806;50.94421;BUS;157 158
54121;Broichstr.;BRO;541;7.05014;50.95028;BUS;157
54122;Broichstr.;BRO;541;7.05013;50.95099;BUS;157
54221;Bevingsweg;BEV;542;7.04294;50.94962;BUS;157
54222;Bevingsweg;BEV;542;7.04335;50.95008;BUS;157
54321;Ostmerheimer Str.;OSM;543;7.05072;50.94159;BUS;157 158
54322;Ostmerheimer Str.;OSM;543;7.05072;50.94166;BUS;157 158
54421;Wiehler Str.;WIH;544;7.06434;50.94262;BUS;157
54422;Wiehler Str.;WIH;544;7.06327;50.94332;BUS;157
54521;Gewerbegebiet Broichstr.;GWB;545;7.05986;50.94456;BUS;157
54522;Gewerbegebiet Broichstr.;GWB;545;7.06036;50.94487;BUS;157
54611;Flehbachstr.;FLE;546;7.07361;50.94783;STRAB;1
54612;Flehbachstr.;FLE;546;7.07278;50.94772;STRAB;1
54711;Brück Mauspfad;BMP;547;7.0786;50.94884;STRAB;1
54712;Brück Mauspfad;BMP;547;7.07783;50.9487;STRAB;1
54713;Brück Mauspfad;BMP;547;7.07772;50.94882;STRAB;1
54721;Brück Mauspfad;BMP;547;7.07925;50.94934;BUS;154 187
54722;Brück Mauspfad;BMP;547;7.07915;50.94919;BUS;154
54821;Erker Mühle;FLB;548;7.09151;50.93265;BUS;154
54822;Erker Mühle;FLB;548;7.09133;50.93259;BUS;154
54921;Kleinfeldchensweg;KFE;549;7.0863;50.94009;BUS;154
54922;Kleinfeldchensweg;KFE;549;7.08584;50.94041;BUS;154 187
55021;Bückebergstr.;BCB;550;7.08464;50.94188;BUS;154 187
55022;Bückebergstr.;BCB;550;7.08465;50.94177;BUS;154
55121;Olpener Str.;OLP;551;7.08111;50.94572;BUS;154
55122;Olpener Str.;OLP;551;7.08142;50.94504;BUS;154 187
55221;Im Langen Bruch;ILB;552;7.07838;50.95212;BUS;154
55222;Im Langen Bruch;ILB;552;7.07796;50.95269;BUS;154
55311;Steinweg;SWG;553;7.06657;50.9237;STRAB;9
55312;Steinweg;SWG;553;7.06716;50.9236;STRAB;9
55331;Steinweg;SWG;553;7.06848;50.92569;BUS;
55332;Steinweg;SWG;553;7.06837;50.92577;BUS;
55411;Porzer Str.;POZ;554;7.07477;50.9217;STRAB;9
55412;Porzer Str.;POZ;554;7.07538;50.9216;STRAB;9
55431;Porzer Str.;POZ;554;7.07846;50.92336;BUS;
55432;Porzer Str.;POZ;554;7.07809;50.92342;BUS;
55511;Röttgensweg;ROE;555;7.09024;50.92029;STRAB;9
55512;Röttgensweg;ROE;555;7.0909;50.9203;STRAB;9
55531;Röttgensweg;ROE;555;7.09084;50.92181;BUS;
55532;Röttgensweg;ROE;555;7.09057;50.92197;BUS;
55611;Rath/Heumar;RHM;556;7.08067;50.92045;STRAB;9
55612;Rath/Heumar;RHM;556;7.08218;50.92039;STRAB;9
55631;Rath/Heumar;RHM;556;7.08145;50.92156;BUS;
55632;Rath/Heumar;RHM;556;7.08228;50.92171;BUS;
55711;Königsforst;KGF;557;7.09644;50.91984;STRAB;9
55712;Königsforst;KGF;557;7.09608;50.91991;STRAB;9
55721;Königsforst;KGF;557;7.09712;50.91979;BUS;154
55722;Königsforst;KGF;557;7.09712;50.91979;BUS;154
55821;Schloss Röttgen;SLR;558;7.08149;50.91451;BUS;154
55822;Schloss Röttgen;SLR;558;7.08134;50.91486;BUS;154
55921;Eiler Str.;EST;559;7.08155;50.91707;BUS;154
55922;Eiler Str.;EST;559;7.08144;50.91705;BUS;154
56021;Alte Forststr.;AFO;560;7.09114;50.91541;BUS;154
56022;Alte Forststr.;AFO;560;7.091;50.91548;BUS;154
56121;Baldurstr.;BAL;561;7.0951;50.92667;BUS;154
56122;Baldurstr.;BAL;561;7.09526;50.92538;BUS;154
56221;Europaring;EPR;562;7.0644;50.93795;BUS;157 179 187
56222;Europaring;EPR;562;7.06164;50.93903;BUS;157 179 187
56321;Straßburger Platz;SBP;563;7.06285;50.93502;BUS;157 179 187
56322;Straßburger Platz;SBP;563;7.05884;50.93599;BUS;157 179
